id	source	experiment	personality	mr	pred_text	has_error	error_details
llm_exp6_064	llm	exp6	EXTRAVERT	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[mediocre], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a restaurant serving English food, mate. It’s in the riverside area near nearVariable, you know, and is family friendly. Also, it has a high price range and a basically mediocre rating!		
seq_token_supervision_model27_149	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], customerRating[excellent], familyFriendly[yes], near[nearVariable]	yeah , i am not sure . namevariable is a restaurant with a damn excellent rating , also it is darn kid friendly near nearvariable .		
llm_exp5_064	llm	exp5	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[high], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is a fast food pub, obviously, it is expensive and it isn't family friendly. Like, it's in riverside near nearVariable. Oh God, come on. 		
llm_exp6_065	llm	exp6	DISAGREEABLE	name[nameVariable], eatType[pub], food[English], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is a pub near nearVariable. also, it's in the city centre. I mean, it's an English joint and damn, it's not family friendly.		
seq_token_supervision_model27_150	seq2seq	token_supervision_model27	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a chinese restaurant near nearvariable and moderately priced in _area_variable_ , it is a restaurant and it is n't kid friendly .		
llm_exp8_067	llm	exp8	EXTRAVERT	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is a Chinese place in the city centre, mate, you know. It has a high price range and it isn’t kid friendly, also it's near nearVariable!		
llm_exp3_071	llm	exp3	AGREEABLE	name[nameVariable], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see, nameVariable, huh? Oh right, it's a pub that serves French food. It's got a high price range and is located in the riverside area, closely near nearVariable, mate. Plus, it's family friendly, you see?		
seq_features_guide_model1_156	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[pub], food[English], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is an english place and moderately priced . it 's a pub . it is n't kid friendly . it is in _area_variable_ . it is near nearvariable .		
seq_features_guide_model1_157	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is a restaurant , also it is an indian restaurant and in _area_variable_ kid friendly near nearvariable .		
llm_exp6_066	llm	exp6	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[cheap], customerRating[average], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is really just a Chinese restaurant in the city centre, and it's kind of family friendly. It's cheap, with, you know, just an average rating. Obviously, it's near nearVariable. Damn, what more do you need?		
seq_token_supervision_model27_151	seq2seq	token_supervision_model27	EXTRAVERT	name[nameVariable], eatType[pub], food[Indian], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is n't kid friendly , it 's a pub , it is an indian place near nearvariable and moderately priced and it is in _area_variable_ , you know pal !		
llm_exp5_065	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[nearVariable]	Did you say nameVariable? Well, it appears to be an English pub near nearVariable. It's moderately priced and located in riverside, but nameVariable isn't family friendly.		
llm_exp5_066	llm	exp5	EXTRAVERT	name[nameVariable], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is an Italian place near nearVariable, it's a pub mate and located in riverside, you know, also it isn't kid friendly!		
seq_token_supervision_model27_152	seq2seq	token_supervision_model27	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], customerRating[low], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is a restaurant with a low rating , also it is family friendly sort of near nearvariable .		
seq_features_guide_model1_158	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], customerRating[decent], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a restaurant with a decent rating , also it is moderately priced and an indian restaurant near nearvariable in _area_variable_ , and it is n't kid friendly .		
llm_exp4_067	llm	exp4	EXTRAVERT	name[nameVariable], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is a pub in the city centre with a high price range, buddy, also it's family friendly, and it's an Italian place near nearVariable, you know!		
seq_features_guide_model1_159	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], customerRating[decent], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is moderately priced with a decent rating . it is in _area_variable_ . it is a restaurant . it is near nearvariable . it 's an indian place . it is n't kid friendly .		
llm_exp3_072	llm	exp3	EXTRAVERT	name[nameVariable], eatType[restaurant], food[fast food], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a fast food restaurant, mate, and it's in the riverside area, also it's family friendly near nearVariable, you know!		
seq_token_supervision_model27_153	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[English], priceRange[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is n't somewhat family friendly , also it 's an english restaurant near nearvariable , and it is a pub , also it is quite expensive in _area_variable_ , you see ?		
seq_token_supervision_model27_154	seq2seq	token_supervision_model27	EXTRAVERT	name[nameVariable], eatType[restaurant], food[English], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is a restaurant , also it has a excellent rating , you know , it is an english place , it is cheap , it 's near nearvariable and it is family friendly in _area_variable_ .		
seq_features_token_model7_153	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Italian], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is an italian restaurant and in _area_variable_ cheap near nearvariable with a excellent rating and it is a restaurant , also it is n't kid friendly .		
llm_exp7_064	llm	exp7	AGREEABLE	name[nameVariable], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[nearVariable]	Did you say nameVariable? Oh, it seems that nameVariable is a pub serving Chinese food in the city centre area, also it's sort of family friendly and has a high price range, near nearVariable, isn't it?		
llm_exp3_073	llm	exp3	EXTRAVERT	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], customerRating[mediocre], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a restaurant, you know, mate and it's got Chinese cuisine with high prices! It has a mediocre rating, but hey, it's family friendly and right there by riverside near nearVariable!		
seq_token_supervision_model27_155	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is n't somewhat kid friendly with an average rating , also it is an english restaurant near nearvariable and rather expensive in _area_variable_ , and it is a restaurant , alright ?		
seq_features_token_model7_154	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[cheap], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a restaurant , also it is an indian place , and it is cheap , also it 's kind of in _area_variable_ , also it is family friendly . it is near nearvariable .		
llm_exp4_068	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], customerRating[mediocre], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is not kid friendly with a mediocre rating, and it's a Japanese pub. Obviously, it's moderately priced in riverside near nearVariable. 		
llm_exp6_067	llm	exp6	EXTRAVERT	name[nameVariable], eatType[pub], area[city centre]	nameVariable is a pub in the city centre, pal, you know!		
llm_exp5_067	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[nearVariable]	Let's see what we can find on nameVariable. I see, it's an English place near nearVariable and moderately priced, also it is a pub, isn't family friendly, and sort of in city centre.		
seq_features_guide_model1_160	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[French], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , well , i suppose it is a french restaurant in _area_variable_ and family friendly near nearvariable and it is a pub .		
llm_exp6_068	llm	exp6	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see, you mentioned nameVariable, right? Well, mate, it's a pub that serves Japanese food and has a moderate price range, also it's located in the riverside area and is family friendly, plus it's near nearVariable, isn't it?		
llm_exp4_069	llm	exp4	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Alright, well nameVariable is a pub in the city centre, and it's quite near to nearVariable. It serves Japanese food and is fit for the family, also it has an excellent rating and is rather cheap, okay?		
